Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (260 TO 499 ACRES) AND SALES: (50,000 OR MORE $)",17055000,9.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (50.0 TO 69.9 ACRES) AND SALES: (50,000 OR MORE $)",505000,31
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (500 TO 999 ACRES) AND SALES: (50,000 OR MORE $)",67637000,4.5
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (70.0 TO 99.9 ACRES) AND SALES: (50,000 OR MORE $)",157000,31.6
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)",154000,9.5
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)",228009000,0.9
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)",1771000,8.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)",14774000,4.4
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",227000,11.3
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)",2759000,7.7
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)",21251000,4.6
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",518000,11
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)",6572000,6.7
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)",101191000,3.9
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",41000,10
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)",226198000,1
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)",12242000,4.9
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)",19684000,4.8
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)",3203000,11.5
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)",98218000,4.1
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",214000,9.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)",222466000,1.1
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)",1774000,8.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)",15228000,4.8
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",218000,14.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)",3161000,7.8
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)",22293000,3.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)",498000,12
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)",6706000,5.9
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)",104661000,3.6
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",48000,9.1
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)",220949000,1.1
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)",12787000,5.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)",20670000,3.3
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)",3623000,10.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)",101516000,3.8
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),115276000,2.4
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),5774000,0.8
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),2000000,1.4
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),308000,7.9
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),231356000,2.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191), (D),(D)
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192), (D),(D)
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),203427000,2.3
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),3471000,10.5
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),6247000,4.6
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),913000,23.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),11747000,1.3
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),3000,55.5
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),170000,1.5
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1111) AND SALES: (50,000 OR MORE $)",107066000,2.6
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1112) AND SALES: (50,000 OR MORE $)",5525000,0.9
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1113) AND SALES: (50,000 OR MORE $)",1852000,0.7
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1114) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1119) AND SALES: (50,000 OR MORE $)",225176000,2.3
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11191) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11192) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11193 & 11194 & 11199) AND SALES: (50,000 OR MORE $)",199869000,2.4
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (112111) AND SALES: (50,000 OR MORE $)",2381000,16.3
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11212) AND SALES: (50,000 OR MORE $)",5784000,5.9
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1122) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1123) AND SALES: (50,000 OR MORE $)",10599000,1.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1125 & 1129) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",SALES,"SALES: (50,000 OR MORE $)",359545000,1.5
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,377266000,1.5
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES), (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES), (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES), (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES), (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (1,000 TO 1,999 ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (2,000 OR MORE ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (260 TO 499 ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (500 TO 999 ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111), (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112), (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119), (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199), (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212), (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1111) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11212) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",SALES,"SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)",59597000,10
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),44000,51
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),1718000,13.6
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),6898000,25.8
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),5618000,15.2
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),5881000,22.9
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)",113414000,12.3
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),5275000,12.9
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),42461000,13.3
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),1220000,17.2
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),43313000,17.4
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),4046000,9.9
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (1,000 TO 1,999 ACRES) AND SALES: (50,000 OR MORE $)",58963000,10.2
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (100 TO 139 ACRES) AND SALES: (50,000 OR MORE $)",5410000,29.1
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (140 TO 179 ACRES) AND SALES: (50,000 OR MORE $)",4149000,15
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (180 TO 219 ACRES) AND SALES: (50,000 OR MORE $)",4697000,26.3
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (2,000 OR MORE ACRES) AND SALES: (50,000 OR MORE $)",112688000,12.4
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (220 TO 259 ACRES) AND SALES: (50,000 OR MORE $)",4287000,18.4
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (260 TO 499 ACRES) AND SALES: (50,000 OR MORE $)",40137000,13.4
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (50.0 TO 69.9 ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (500 TO 999 ACRES) AND SALES: (50,000 OR MORE $)",41791000,17.3
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (70.0 TO 99.9 ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)", (D),(D)
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)",175634000,11
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)",851000,18.5
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)",23432000,9.5
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)", (D),(D)
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)",2385000,9.1
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)",33957000,15.7
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",108000,31
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)",7477000,9.8
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)",45613000,19.8
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)",174422000,11.1
